adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/nQjenIvZzPtmOsBKW7AGjL7HW3T.jpg,"[53, 18, 10749]",303,en,Notorious,"In order to help bring Nazis to justice, U.S. government agent T.R. Devlin recruits Alicia Huberman, the American daughter of a convicted German war criminal, as a spy. As they begin to fall for one another, Alicia is instructed to win the affections of Alexander Sebastian, a Nazi hiding out in Brazil. When Sebastian becomes serious about his relationship with Alicia, the stakes get higher, and Devlin must watch her slip further undercover.",12.531,/4RERYb1NIQrJHYY5e8nUlYM7t2z.jpg,1946-08-21,Notorious,False,7.8,978
False,/9Ef8abhHjuqyCNlhscEohNXsLJj.jpg,[35],554590,es,Tod@s Caen,A pair of seducers try to prove who has the best techniques while trying not to fall in love with each other.,74.742,/maqsygPJvhESIOQGclUAEEWxNC.jpg,2019-08-30,Tod@s Caen,False,7.8,307
False,/AoWW2J4PoDe0IPuCVQOk50QFS4D.jpg,[18],16804,ja,おくりびと,"Daigo, a cellist, is laid off from his orchestra and moves with his wife back to his small hometown where the living is cheaper. Thinking he’s applying for a job at a travel agency he finds he’s being interviewed for work with departures of a more permanent nature – as an undertaker’s assistant.",8.604,/mms4nMZuPYOyEengRxCaEk7SXMd.jpg,2008-09-13,Departures,False,7.8,487
False,/odXPsc6GyLlAHa64orhAkpmYNLU.jpg,"[35, 18, 10749]",696,en,Manhattan,Manhattan explores how the life of a middle-aged television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,14.116,/k4eT3EvfxW1L9Wmt04UqJqCvCR6.jpg,1979-04-25,Manhattan,False,7.8,1671
False,/nFLP0AL8bGQncX7UCbvUQMVsS8J.jpg,"[18, 28, 80]",47931,pt,Tropa de Elite 2,"After a bloody invasion of the BOPE in the High-Security Penitentiary Bangu 1 in Rio de Janeiro to control a rebellion of interns, the Lieutenant-Colonel Roberto Nascimento and the second in command Captain André Matias are accused by the Human Right Aids member Diogo Fraga of execution of prisoners. Matias is transferred to the corrupted Military Police and Nascimento is exonerated from the BOPE by the Governor.",23.528,/89nThdmRxWYqglPRtJt1kZjP6UE.jpg,2010-10-08,Elite Squad: The Enemy Within,False,7.8,1222
False,/19bnF7vBewACfWxiqkmCEEMEcYR.jpg,"[12, 18]",5915,en,Into the Wild,"After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.",16.641,/2MSGZEE6XZd2r4ODNziwAw7Hpw0.jpg,2007-09-11,Into the Wild,False,7.8,7448
False,/xq15fJZoEqarv4Bcj2YdqH1XS37.jpg,[18],29845,en,A Woman Under the Influence,"Mabel Longhetti, desperate and lonely, is married to a Los Angeles municipal construction worker, Nick. Increasingly unstable, especially in the company of others, she craves happiness, but her extremely volatile behavior convinces Nick that she poses a danger to their family and decides to commit her to an institution for six months. Alone with a trio of kids to raise on his own, he awaits her return, which holds more than a few surprises.",7.07,/6EJ4JoTxnH1QmGTE9pPzgtW1cLW.jpg,1974-09-19,A Woman Under the Influence,False,7.8,264
False,/tVAP7T247u84trqj31ET639LD1Y.jpg,[18],925,en,Do the Right Thing,"Salvatore ""Sal"" Fragione is the Italian owner of a pizzeria in Brooklyn. A neighborhood local, Buggin' Out, becomes upset when he sees that the pizzeria's Wall of Fame exhibits only Italian actors. Buggin' Out believes a pizzeria in a black neighborhood should showcase black actors, but Sal disagrees. The wall becomes a symbol of racism and hate to Buggin' Out and to other people in the neighborhood, and tensions rise.",10.465,/63rmSDPahrH7C1gEFYzRuIBAN9W.jpg,1989-06-14,Do the Right Thing,False,7.8,1063
False,/yNraM35Vsga5x54whRh7BvQ9afm.jpg,"[18, 36, 10752]",777,fr,La Grande Illusion,"A group of French soldiers, including the patrician Captain de Boeldieu and the working-class Lieutenant Maréchal, grapple with their own class differences after being captured and held in a World War I German prison camp. When the men are transferred to a high-security fortress, they must concoct a plan to escape beneath the watchful eye of aristocratic German officer von Rauffenstein, who has formed an unexpected bond with de Boeldieu.",10.197,/lWg41zE0FVixkNsFgxnlRyvDYv9.jpg,1937-06-04,Grand Illusion,False,7.8,397
False,/wqgZSvgoctaadgwUdPYVsksivxn.jpg,"[35, 18, 10749]",20334,en,The Shop Around the Corner,"Two employees at a gift shop can barely stand one another, without realising that they are falling in love through the post as each other's anonymous pen pal.",11.717,/bvTCgevhkxaUOJdMf20bYhXJYcU.jpg,1940-01-12,The Shop Around the Corner,False,7.8,303
False,/o0bnVLzbPbsGUlLsMidvZPWJPhv.jpg,"[18, 36]",3870,it,Novecento,"Set in Bertolucci's ancestral region of Emilia, the film chronicles the lives of two men during the political turmoils that took place in Italy in the first half of the 20th century.",7.554,/87ELdlKW5h5qpJfVRXITvsDqYJ.jpg,1976-05-21,1900,False,7.8,391
False,/7UTQCis1B8oWNjIMzQq57LPqma2.jpg,[18],596,en,The Grapes of Wrath,"Tom Joad returns to his home after a jail sentence to find his family kicked out of their farm due to foreclosure. He catches up with them on his Uncle’s farm, and joins them the next day as they head for California and a new life... Hopefully.",11.278,/jRbRDNi9MgvhRc68PSQPMqnG24x.jpg,1940-03-15,The Grapes of Wrath,False,7.8,587
False,/fZBQOScjDT8TAipEyCkLVeDTu5c.jpg,"[35, 10402, 18]",707886,en,Feel the Beat,"After failing to make it on Broadway, April returns to her hometown and reluctantly begins training a misfit group of young dancers for a competition.",17.773,/Af2jt7m9GLFpR4V11xOsFmT8OKD.jpg,2020-06-19,Feel the Beat,False,7.8,820
False,/hL5fvJrLeJrYbSYeUuV8SR96GVa.jpg,[18],169813,en,Short Term 12,"Grace, a compassionate young supervisor at a foster care facility, helps at-risk teens. But when a new charge dredges up memories of her own troubled past, Grace's tough exterior begins eroding.",8.712,/qKnsyaJZLXfiL2JhIJEkpA8C3LU.jpg,2013-08-23,Short Term 12,False,7.8,921
False,/4ldKYxwtjNjsHZiTHBaqrTqdsIG.jpg,"[35, 14, 10749, 18]",28162,en,A Matter of Life and Death,"When a young airman miraculously survives bailing out of his aeroplane without a parachute, he falls in love with an American radio operator. But the officials in the other world realise their mistake, and dispatch an angel to collect him.",8.553,/diYVom5WuqNzhlRceem8onA197e.jpg,1946-12-15,A Matter of Life and Death,False,7.8,216
False,/oC6EnuxAE4ZR15rUPqV5nFNCLLB.jpg,"[35, 10749, 28]",22596,en,Safety Last!,"When a store clerk organizes a contest to climb the outside of a tall building, circumstances force him to make the perilous climb himself.",7.237,/jWoeNjQPtRZJbS0LRPesY9uizgS.jpg,1923-04-01,Safety Last!,False,7.8,258
False,/2pnfUSFqUPn9F4mzl1MLKrlnNbU.jpg,"[28, 35, 80]",25253,fr,Les Tontons flingueurs,"An aging gangster, Fernand Naudin is hoping for a quiet retirement when he suddenly inherits a fortune from an old friend, a former gangster supremo known as the Mexican. If he is ambivalent about his new found wealth, Fernand is positively nonplussed to discover that he has also inherited his benefactor’s daughter, Patricia. Unfortunately, not only does Fernand have to put up with the thoroughly modern Patricia and her nauseating boyfriend, but he also had to contend with the Mexican’s trigger-happy former employees, who are determined to make a claim.",6.808,/1aZixNERm68Y5ZMzTxWl1PdDyFo.jpg,1963-11-27,Crooks in Clover,False,7.8,329
False,/y7L6LQKiZPlPZYSXqFkxqfB1Te0.jpg,"[16, 878, 28, 18]",22843,ja,ヱヴァンゲリヲン新劇場版：破,"Under constant attack by monstrous creatures called Angels that seek to eradicate humankind, U.N. Special Agency NERV introduces two new EVA pilots to help defend the city of Tokyo-3: the mysterious Makinami Mari Illustrous and the intense Asuka Langley Shikinami. Meanwhile, Gendo Ikari and SEELE proceed with a secret project that involves both Rei and Shinji.",23.422,/dNsyfMH86R9oK1ohKQpU0nNfY13.jpg,2009-06-26,Evangelion: 2.0 You Can (Not) Advance,False,7.8,351
False,/2HOPIg5umLKn6wMPh69Q71Z1frA.jpg,[18],873,en,The Color Purple,"An epic tale spanning forty years in the life of Celie, an African-American woman living in the South who survives incredible abuse and bigotry. After Celie's abusive father marries her off to the equally debasing 'Mister' Albert Johnson, things go from bad to worse, leaving Celie to find companionship anywhere she can. She perseveres, holding on to her dream of one day being reunited with her sister in Africa.",12.9,/ziosRyziefrmEmAMIswpjQzvAur.jpg,1985-12-18,The Color Purple,False,7.8,1096
False,/hTYZ9tPvRZrL3rSf0tB38r53IG.jpg,"[18, 53, 36]",314365,en,Spotlight,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",14.998,/h45kCMzpkbSNO8ZlYtrLEjSkoYK.jpg,2015-11-06,Spotlight,False,7.8,6407
False,/1oOy6Xgp3O4oepMPgCrC3Zjc3ja.jpg,"[16, 18, 10751]",393559,fr,Ma vie de courgette,"After his mother’s death, Zucchini is befriended by a kind police officer, Raymond, who accompanies him to his new foster home filled with other orphans his age. There, with the help of his newfound friends, Zucchini eventually learns to trust and love as he searches for a new family of his own.",9.907,/2uu8fIzl76C9MFiUQhjKYSLKVq.jpg,2016-10-12,My Life as a Zucchini,False,7.8,903
False,/xgAEfHByamMdRCA31oERQrsiutF.jpg,"[18, 36, 10752]",613,de,Der Untergang,"In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.",12.55,/cP1ElGjBhbZAAqmueXjHDKlSwiP.jpg,2004-09-08,Downfall,False,7.8,2563
False,/1PnRPz4A4AguUEVOTcprIyctrax.jpg,"[18, 28]",59440,en,Warrior,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother.",42.679,/iM8n4nZJPR2abpnyZ36FUgHiRjr.jpg,2011-09-09,Warrior,False,7.8,3090
False,/gopKs6GQ47YcLsjIDGnnr9c9xnK.jpg,"[80, 18, 53]",13855,ko,추격자,"Joong-ho is a dirty detective turned pimp in financial trouble as several of his girls have recently disappeared without clearing their debts. While trying to track them down, he finds a clue that the vanished girls were all called up by the same client whom one of his girls is meeting with right now.",9.312,/4bWVILPrb7gaqwA2j6xIcg4Ak3D.jpg,2008-02-14,The Chaser,False,7.8,714
False,/wbKAPK8348GG5OjgJK0ZOPp0fwN.jpg,"[18, 10749]",142,en,Brokeback Mountain,"Two modern-day cowboys meet on a shepherding job in the summer of '63, the two share a raw and powerful summer together that turns into a lifelong relationship conflict",18.639,/1A2EU80gL5KXXjjcUZZt8UI4Zot.jpg,2005-09-10,Brokeback Mountain,False,7.8,4870
False,/rKWg1SnU3yLyph00ZTKtTQsMJrU.jpg,"[10749, 18]",419478,en,Midnight Sun,"Katie, a 17-year-old, has been sheltered since childhood and confined to her house during the day by a rare disease that makes even the smallest amount of sunlight deadly. Fate intervenes when she meets Charlie and they embark on a summer romance.",23.605,/vPG2zEKPXhovPW9S91SRnwr5JM1.jpg,2018-03-22,Midnight Sun,False,7.8,2685
False,/8l2MgPkdW4d3tU9MaJPJlJOKDAv.jpg,[35],10227,fr,PlayTime,"Clumsy Monsieur Hulot finds himself perplexed by the intimidating complexity of a gadget-filled Paris. He attempts to meet with a business contact but soon becomes lost. His roundabout journey parallels that of an American tourist, and as they weave through the inventive urban environment, they intermittently meet, developing an interest in one another. They eventually get together at a chaotic restaurant, along with several other quirky characters.",7.513,/nC8I8q0aybUfOSQJbKcVsr8UrH5.jpg,1967-12-16,PlayTime,False,7.8,299
False,/aDMoJ8NlpyzWblxUnscHKCafvjP.jpg,"[16, 10751]",13042,en,Presto,"Dignity. Poise. Mystery. We expect nothing less from the great turn-of-the-century magician, Presto. But when Presto neglects to feed his rabbit one too many times, the magician finds he isn't the only one with a few tricks up his sleeve!",7.619,/dGMJhNosuCJGiZYmcsKqi1utmzO.jpg,2008-06-27,Presto,False,7.8,711
False,/kv5po5ix9oeP2cnEVmBCC4O68yT.jpg,[18],81401,hu,A torinói ló,A monumental windstorm and an abused horse's refusal to work or eat signal the beginning of the end for a poor farmer and his daughter.,6.46,/2kSElneXSKmMsGL55k0CbPGqLbu.jpg,2011-02-15,The Turin Horse,False,7.8,210
False,/91G1H2XFDE0zvr4L7vRfDFGdO3Y.jpg,"[16, 878, 10402, 12]",11049,ja,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,"Four talented alien musicians are kidnapped by a record producer who disguises them as humans. Shep, a space pilot in love with bass player Stella, follows them to Earth. Reprogrammed to forget their real identities and renamed The Crescendolls, the group quickly becomes a huge success playing soulless corporate pop. At a concert, Shep manages to free all the musicians except Stella, and the band sets out to rediscover who they really are -- and to rescue Stella.",16.033,/AsvPgdcSlHocAbMp3yGZXjPiKKF.jpg,2003-05-28,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,False,7.8,249
False,/nFtkNsd01rYZMQGyZJos2pagOHD.jpg,"[18, 10749, 80]",1280,ko,빈집,"A young man, whose only possession is a motorcycle, spends his time riding around the city looking for empty apartments. After finding one, he hangs out for a while, fixing himself something to eat, washing laundry or making small repairs in return. He always tries to leave before the owners get back but in one ostensibly empty mansion he meets the abused wife of a rich man and she escapes with him...",14.172,/hr8ghKbdo3UGUROYafpN38Sohfe.jpg,2004-10-15,3-Iron,False,7.8,734
False,/1lVzpmCxVd7SNSswEIfFND4I2si.jpg,"[35, 53]",596054,es,La odisea de los giles,"In a town in the Northwest of the province of Buenos Aires, a group of neighbors is organized to recover the economy of the area, but when the corralito is implemented in the country and they suffer a fraud, their hopes disappear. Now, they will unite to recover the lost money and give the blow of their lives to their greatest enemy.",17.829,/9MaAzW8sERDcIEYORE7jzeCew3P.jpg,2019-08-15,Heroic Losers,False,7.8,348
False,/74LGSGmtwzM3lIwIMFJS2hX1Fi2.jpg,"[28, 10749, 16]",317442,ja,The Last: Naruto the Movie,"Two years after the events of the Fourth Great Ninja War, the moon that Hagoromo Otsutsuki created long ago to seal away the Gedo Statue begins to descend towards the world, threatening to become a meteor that would destroy everything on impact. Amidst this crisis, a direct descendant of Kaguya Otsutsuki named Toneri Otsutsuki attempts to kidnap Hinata Hyuga but ends up abducting her younger sister Hanabi. Naruto and his allies now mount a rescue mission before finding themselves embroiled in a final battle to decide the fate of everything.",160.399,/bAQ8O5Uw6FedtlCbJTutenzPVKd.jpg,2014-12-06,The Last: Naruto the Movie,False,7.8,867
False,/h0UFNvgTE0TGC8RKa7BIIEHDVAB.jpg,[35],15251,en,Eddie Murphy: Delirious,"Taped live and in concert at Constitution Hall in Washington, D.C. in August, 1983, Eddie Murphy: Delirious captures Eddie Murphy's wild and outrageous stand-up comedy act, which he performed in New York and eighteen other cities across the U.S. to standing-room-only audiences. Eddie's comedy was groundbreaking, completely new, razor sharp and definitely funny.Eddie Murphy pontificates in his own vulgarly hilarious fashion on everything from bizarre sexual fantasies to reliving the family barbecue, and is peppered with Eddie's one-of-a-kind wit. Laugh along as Eddie reminiscences of hot childhood days and the ice cream man intermixed with classic vocal parodies of top American entertainers.Experience Eddie Murphy at his best, live and red hot! Delirious! Uncensored and Uncut!",4.942,/qnNXoflFXeUg692kulMKVJVRzYf.jpg,1983-08-17,Eddie Murphy: Delirious,False,7.8,217
False,/jVzoKlWUpsKV3y5oLafLQhEvgX6.jpg,"[14, 18, 9648]",5961,sv,Fanny och Alexander,"As children in the loving Ekdahl family, Fanny and Alexander enjoy a happy life with their parents, who run a theater company. After their father dies unexpectedly, however, the siblings end up in a joyless home when their mother, Emilie, marries a stern bishop. The bleak situation gradually grows worse as the bishop becomes more controlling, but dedicated relatives make a valiant attempt to aid Emilie, Fanny and Alexander.",11.437,/q8jlA3Wc1Z987hNKRFA44g5OugC.jpg,1982-12-17,Fanny and Alexander,False,7.8,471
False,/5pn7dGtMqeeUO47eg4j2bh4l3s2.jpg,"[18, 27]",805,en,Rosemary's Baby,"A young couple, Rosemary and Guy, moves into an infamous New York apartment building, known by frightening legends and mysterious events, with the purpose of starting a family.",16.011,/gPM1voKUYSwjOrMqEOVCvhwW8LS.jpg,1968-06-12,Rosemary's Baby,False,7.8,2633
False,/r3xsFBD1VTUusk393bBc7SsDUJe.jpg,"[80, 18, 53]",553,en,Dogville,"A barren soundstage is stylishly utilized to create a minimalist small-town setting in which a mysterious woman named Grace hides from the criminals who pursue her. The town is two-faced and offers to harbor Grace as long as she can make it worth their effort, so Grace works hard under the employ of various townspeople to win their favor. Tensions flare, however, and Grace's status as a helpless outsider provokes vicious contempt and abuse from the citizens of Dogville.",14.297,/80iFKwaNumOuk5xDKSoS5H3qICc.jpg,2003-05-19,Dogville,False,7.8,1672
False,/qtTF3ZZBekXG7mBteNZn3V4CXQ2.jpg,"[18, 36]",1908,en,Inherit the Wind,This gripping adaptation of the Jerome Lawrence-Robert E. Lee play examines an issue that still causes great controversy—the role religion should play in the schools.,7.716,/7oaHcF0gCOt2lKaT2zajhajP0Zo.jpg,1960-06-24,Inherit the Wind,False,7.8,248
False,/dFYguAfeVt19qAbzJ5mArn7DEJw.jpg,"[16, 10751]",12,en,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",59.778,/eHuGQ10FUzK1mdOY69wF5pGgEf5.jpg,2003-05-30,Finding Nemo,False,7.8,14690
False,/vkzeh2G7Gwapo4J1eqGWRph2hCs.jpg,"[18, 36, 10752]",335578,da,Under sandet,"In the days following the surrender of Germany in May 1945, a group of young German prisoners of war is handed over to the Danish authorities and subsequently sent to the West Coast, where they are ordered to remove the more than two million mines that the Germans had placed in the sand along the coast. With their bare hands, crawling around in the sand, the boys are forced to perform the dangerous work under the leadership of a Danish sergeant.",6.769,/7TOYH2VDnYbXpBKlrkdQZUSC3Du.jpg,2015-12-03,Land of Mine,False,7.8,1037
False,/m10uqk0HI5JcITAbxNJIIiGA8HP.jpg,"[80, 18, 53]",968,en,Dog Day Afternoon,"Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturale. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus.",13.414,/mavrhr0ig2aCRR8d48yaxtD5aMQ.jpg,1975-09-21,Dog Day Afternoon,False,7.8,1875
False,/ojqT9Pm8GyVDiHSRSmG3cbn8YAh.jpg,[18],492188,en,Marriage Story,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",40.899,/pZekG6xabTmZxjmYw10wN84Hp8d.jpg,2019-11-06,Marriage Story,False,7.8,4616
False,/fyK719PXFFSBeHnjHMjNgAMYyke.jpg,"[16, 10751, 14]",22504,fr,Le Roi et l’Oiseau,"The kingdom of Takicardie quakes under the rule of the tyrannical King Charles V-et-III-font-VIII-et-VIII-font-XIV, whose favourite pastime is shooting birds. His archenemy is a cheeky mockingbird, whose favourite pastime is thwarting the king’s attempts to shoot birds. One night, a portrait of the king comes to life and disposes of the real king, taking his place. The portrait king falls in love with a young shepherdess in another painting and intends to marry her. But, alas, the shepherdess has fallen in love with a chimneysweep and together they elope from the king’s palace. Enraged, the king sends his police to capture them and once they are within his power he forces the shepherdess to marry him. The mockingbird must use all his guile and courage to once more thwart the king and bring his evil reign to an end.",4.999,/yDbfVUrb9b0Dkm1TptWtzkujXBk.jpg,1980-03-19,The King and the Mockingbird,False,7.8,239
False,/h5pAEVma835u8xoE60kmLVopLct.jpg,"[16, 10751, 14, 12]",16859,ja,魔女の宅急便,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",37.978,/7nO5DUMnGUuXrA4r2h6ESOKQRrx.jpg,1989-07-29,Kiki's Delivery Service,False,7.8,2487
False,/nE3wR3UeVaAOmipANbA1fJqIZ29.jpg,"[12, 35, 14]",762,en,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",14.98,/jVztLnCw6F5YNOgEchm3QFydbYZ.jpg,1975-05-25,Monty Python and the Holy Grail,False,7.8,4086
False,/hR646N8FYx7BcyFK6WWohEd448.jpg,"[35, 18, 10749]",703,en,Annie Hall,New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,12.757,/dEtjPywhDbAXYjoFfhBC4U9unU7.jpg,1977-04-19,Annie Hall,False,7.8,2834
False,/b2IrRkWgkLFdwsCSHK3CD526hUn.jpg,[37],336,it,Giù la testa,"At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.",8.013,/nWmAtZf83qpOai0fzehf7Hn1S3R.jpg,1971-10-20,"Duck, You Sucker",False,7.8,645
False,/7b5R8FfGUzlxfhOkPpL3xyIeuyF.jpg,"[18, 10402]",502033,en,Sound of Metal,"Metal drummer Ruben begins to lose his hearing. When a doctor tells him his condition will worsen, he thinks his career and life is over. His girlfriend Lou checks the former addict into a rehab for the deaf hoping it will prevent a relapse and help him adapt to his new life. After being welcomed and accepted just as he is, Ruben must choose between his new normal and the life he once knew.",24.91,/y89kFMNYXNKMdlZjR2yg7nQtcQH.jpg,2020-11-20,Sound of Metal,False,7.8,489
False,/79bF9KG5KWVzBGHDU3HH263R9rt.jpg,"[18, 10749]",80,en,Before Sunset,"Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.",14.951,/gycdE1ARByGQcK4fYR2mgpU6OO.jpg,2004-02-10,Before Sunset,False,7.8,2201
False,/oCCvZEbqCCcALQtah8HJm9Ja4HT.jpg,"[18, 10749]",323272,en,War Room,"The family-friendly movie explores the transformational role prayer plays in the lives of the Jordan family. Tony and Elizabeth Jordan, a middle-class couple who seemingly have it all – great jobs, a beautiful daughter, their dream home. But appearances can be deceiving. In reality, the Jordan’s marriage has become a war zone and their daughter is collateral damage. With the help of Miss Clara, an older, wiser woman, Elizabeth discovers she can start fighting for her family instead of against them. Through a newly energized faith, Elizabeth and Tony’s real enemy doesn’t have a prayer.",25.068,/unxQeVUi5DH01r7ZNvAHwpvX7UK.jpg,2015-08-28,War Room,False,7.8,264
False,/8f9dnOtpArDrOMEylpSN9Sc6fuz.jpg,"[12, 14, 10751]",674,en,Harry Potter and the Goblet of Fire,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",122.084,/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,2005-11-16,Harry Potter and the Goblet of Fire,False,7.8,15115
False,/msCHK5Kh1YbdZ0zPJ2nzPUhhSN9.jpg,"[14, 18, 9648]",141,en,Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",21.613,/fhQoQfejY1hUcwyuLgpBrYs6uFt.jpg,2001-10-26,Donnie Darko,False,7.8,9137
False,/sU3gFo7Gn67zjtKXIvzJ4omcUbH.jpg,"[36, 12, 18]",665,en,Ben-Hur,"Judah Ben-Hur, a Jew in ancient Judea, is battling the Roman empire at the time of Christ. His actions send him and his family into slavery, but an inspirational encounter with Jesus changes everything. He finally meets his rival in a justly famous chariot race and rescues his suffering family.",32.409,/m4WQ1dBIrEIHZNCoAjdpxwSKWyH.jpg,1959-12-26,Ben-Hur,False,7.8,1712
False,/yEv8c6i79vk06sZDC3Z9D8HQLVV.jpg,"[28, 18, 878]",263115,en,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",73.718,/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,2017-02-28,Logan,False,7.8,15353
False,/cLt3HSTuG65DKmgZcLjd17MTatz.jpg,"[14, 18, 10751]",15265,fr,Le ballon rouge,"A young boy discovers a stray balloon, which seems to have a mind of its own, on the streets of Paris. The two become inseparable, yet the world’s harsh realities finally interfere.",6.344,/3XrEggEOEnKGi8hTOau44vcvbmV.jpg,1956-08-24,The Red Balloon,False,7.8,242
False,/1d2OdjNv2F7ZTakossPZvrYQQTf.jpg,"[12, 28]",89,en,Indiana Jones and the Last Crusade,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",28.377,/acgJPtbeXdBaKYAUVdfYLVwKzAC.jpg,1989-05-24,Indiana Jones and the Last Crusade,False,7.8,7124
False,/1zXycu4ivqSobqAncmlnd2dLpxH.jpg,"[10752, 18, 53, 28]",2440,ko,공동경비구역 JSA,"In the DMZ separating North and South Korea, two North Korean soldiers have been killed, supposedly by one South Korean soldier. But the 11 bullets found in the bodies, together with the 5 remaining bullets in the assassin's magazine clip, amount to 16 bullets for a gun that should normally hold 15 bullets. The investigating Swiss/Swedish team from the neutral countries overseeing the DMZ suspects that another, unknown party was involved - all of which points to some sort of cover up. The truth is much simpler and much more tragic.",11.678,/ftss3ZUM12G87RKyQuoEHZYwQeY.jpg,2000-09-09,Joint Security Area,False,7.8,334
False,/sDTnMOJ3H5wI38OxObmCtK7wfd5.jpg,"[16, 35, 10751]",585,en,"Monsters, Inc.","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",98.551,/sgheSKxZkttIe8ONsf2sWXPgip3.jpg,2001-11-01,"Monsters, Inc.",False,7.8,13850
False,/7Q17u4EdXuPhZWfA7QiYFObkwhA.jpg,[35],203217,pt,Minha Mãe é Uma Peça: O Filme,"After another spat with her kids, Dona Hermínia decides to take some time off from them and hides away in her aunt's house, where she reminisces about her kids in an age when they still needed her.",6.031,/5cF5v8N0wMALMcgEHpBZHyYQZDl.jpg,2013-06-21,My Mom is a Character: The Film,False,7.8,496
False,/5afNyKD5VALvRXhO4bJPS2NY4eY.jpg,[35],508933,en,Ricky Gervais: Humanity,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",8.716,/132n3tTclF2tTyjWNlkesqZDMcU.jpg,2018-03-13,Ricky Gervais: Humanity,False,7.8,254
